,year,make,model,price
787,2023,Lamborghini,Urus Performante,260670
788,2023,Lamborghini,Aventador LP780-4 Ultimae Roadster,546840
789,2023,Lamborghini,Aventador LP780-4 Ultimae,498250
790,2023,Lamborghini,Huracan Evo RWD,230000
791,2023,Lamborghini,Huracan Tecnica,239000
792,2023,Lamborghini,Aventador,584000
793,2023,Lamborghini,Huracan Sterrato,270000
794,2023,Lamborghini,Huracan STO,387830
795,2023,Lamborghini,Aventador LP 780-4 Ultimae Roadster,606840
796,2023,Lamborghini,Countach,2800000
797,2023,Lamborghini,Aventador LP 780 4 Ultimae Roadster,546840
798,2023,Lamborghini,Huracan Tecnica RWD,239000
799,2023,Lamborghini,Aventador LP740-4 S,417820
800,2023,Lamborghini,Aventador SVJ Roadster,573960
801,2023,Lamborghini,Urus Performance,270000
802,2023,Lamborghini,Urus Pearl Capsule,246700
803,2023,Lamborghini,Urus S,230000
804,2023,Lamborghini,Urus Evo,269490
805,2023,Lamborghini,Aventador Ultimae LP 780-4,518250
806,2023,Lamborghini,Huracan Tecnica Coupe,239000
807,2023,Lamborghini,Aventador Ultimate LP 780-4,538250
808,2023,Lamborghini,Countach LPI 800-4,2640000
809,2023,Lamborghini,Sian Roadster,3900000
810,2023,Lamborghini,Countach LPI 800 4,2640000
811,2023,Lamborghini,Huracan STO RWD,377838
812,2023,Lamborghini,Aventador SVR Track-Only Edition,480000
813,2023,Lamborghini,Huracan Evo,291200
814,2023,Lamborghini,Urus,258000
815,2023,GMC,Aion Hyper SSR,186000
816,2023,GMC,Hummer EV SUV EV2x,94650
817,2023,GMC,Sierra 3500HD,43400
818,2023,GMC,Canyon Elevation 4WD,40200
819,2023,GMC,Yukon XL Denali Ultimate,97250
820,2023,GMC,Yukon Denali Ultimate,94550
821,2023,GMC,Savana Passenger Van 3500 LT,43500
822,2023,GMC,Savana Passenger Van 3500 LS,43500
823,2023,GMC,Savana Passenger Van 2500 LT,42300
824,2023,GMC,Savana Passenger Van 2500 LS,42300
825,2023,GMC,Canyon Denali,51000
826,2023,GMC,Yukon,57400
827,2023,GMC,Sierra EV Denali,55600
828,2023,GMC,Sierra 2500HD,42200
829,2023,GMC,Hummer EV,108700
830,2023,GMC,Yukon Denali,92350
831,2023,GMC,Yukon XL,60100
832,2023,GMC,Terrain,28400
833,2023,GMC,Acadia,35300
834,2023,GMC,Canyon AT4,43900
835,2023,GMC,Canyon Elevation Standard,28800
836,2023,GMC,Canyon AT4X,55500
837,2023,GMC,Sierra 1500 AT4X,81700
838,2023,Bentley,Continental GT Le Mans Collection,273300
839,2023,Bentley,Bentayga EWB Azure,843190
840,2023,Bentley,Flying Spur Mulliner W12,315200
841,2023,Bentley,Flying Spur Mulliner V8,299200
842,2023,Bentley,Flying Spur Azure,250300
843,2023,Bentley,Flying Spur Hybrid Mulliner,297400
844,2023,Bentley,Flying Spur Hybrid Azure,249100
845,2023,Bentley,Flying Spur Hybrid S,240500
846,2023,Bentley,Continental GT Mulliner Convertible,326200
847,2023,Bentley,Continental GT Azure,311000
848,2023,Bentley,Continental GT S Convertible,292500
849,2023,Bentley,Continental GT V8,235600
850,2023,Bentley,Bentayga Azure Extended Wheelbase,35750
851,2023,Bentley,Bentayga V8 Extended Wheelbase,226900
852,2023,Bentley,Bentayga Odyssean Edition,334000
853,2023,Bentley,Continental GT Speed,288500
854,2023,Bentley,Continental GT V8 Convertible,259200
855,2023,Bentley,Bentayga Speed,264600
856,2023,Bentley,Batur,1950000
857,2023,Bentley,Flying Spur,241200
858,2023,Bentley,Mulliner Batur,1950000
859,2023,Bentley,Continental GT S,225000
860,2023,Bentley,Bentayga Extended Wheelbase Range,160000
861,2023,Bentley,Bentayga EWB,160000
862,2023,Bentley,Bentayga Extended Wheelbase,263500
863,2023,Bentley,Bentayga,236900
864,2023,Bentley,Flying Spur Hybrid Odyssean Edition,408940
865,2023,Bentley,Bentayga W12 Speed,280000
866,2023,Bentley,Flying Spur Sedan,248900
867,2023,Bentley,Bentayga V8,197300
868,2023,Bentley,Flying Spur Mulliner,226000
869,2023,Bentley,Bacalar Mulliner,2155280
870,2023,Bentley,Flying Spur Speed,258700
871,2023,Bentley,Continental Mulliner Convertible,252080
872,2023,Bentley,Continental V8 Convertible,249600
873,2023,Bentley,Continental V8 Coupe,212500
874,2023,Bentley,Continental Mulliner,212500
875,2023,Bentley,Bentayga Hybrid,197300
876,2023,Bentley,Continental GT Speed Coupe,294900
877,2023,Bentley,Bentayga S,231100
878,2023,Bentley,Flying Spur V8,208600
879,2023,Bentley,Flying Spur Hybrid,214800
880,2023,Bentley,Continental GT Speed Convertible,317300
881,2023,Bentley,Flying Spur W12,315200
882,2023,Bugatti,W16 Mistral,5000000
883,2023,Bugatti,W16,5000000
884,2023,Bugatti,Chiron Super Sport 300 Plus,3900000
885,2023,Bugatti,Chiron Edition Noire,2990000
886,2023,Bugatti,Chiron,3400000
887,2023,Bugatti,Chiron Super Sport,3850000
888,2023,Rolls Royce,Spectre,400000
889,2023,Rolls Royce,Cullinan Black Badge,382000
890,2023,Rolls Royce,Ghost Black Badge,380500
891,2023,Rolls Royce,Wraith Coupe,655000
892,2023,Rolls Royce,Phantom Extended,605000
893,2023,Rolls Royce,Ghost Extended,408000
894,2023,Rolls Royce,Phantom,465000
895,2023,Rolls Royce,Wraith,469700
896,2023,Rolls Royce,Cullinan,348500
897,2023,Rolls Royce,Ghost V12,345000
898,2023,Rolls Royce,Dawn,438050
899,2023,Rolls Royce,Ghost,341500
900,2023,Mclaren,720S,528990
901,2023,Mclaren,P1 3.8L V8,1525100
902,2023,Mclaren,720S Performance Spider,428960
903,2023,Mclaren,720S Spider,408800
904,2023,Mclaren,P1 Spider,1200000
905,2023,Mclaren,Formula F1,410000
906,2023,Mclaren,720S Luxury,545700
907,2023,Mclaren,600LT Spider,256500
908,2023,Mclaren,570S Coupe,455700
909,2023,Mclaren,720S Luxury Spider,329000
910,2023,Mclaren,620R,319000
911,2023,Mclaren,765LT Spider,398000
912,2023,Mclaren,720S Coupe,399000
913,2023,Mclaren,570GT,223950
914,2023,Mclaren,720S Performance,582580
915,2023,Mclaren,Artura,237500
916,2023,Alfa Romeo,Stelvio Veloce,51520
917,2023,Alfa Romeo,Stelvio Quadrifoglio 100th Anniversary,85670
918,2023,Alfa Romeo,Giulia Quadrifoglio 100th Anniversary,81850
919,2023,Alfa Romeo,Giulia Lusso AWD,48320
920,2023,Alfa Romeo,Giulia Lusso,46320
921,2023,Alfa Romeo,Sprint Q4 AWD,38000
922,2023,Alfa Romeo,Tonale Ti PHEV Q4,44990
923,2023,Alfa Romeo,Giulia Sprint AWD,45950
924,2023,Alfa Romeo,Stelvio Ti AWD,87850
925,2023,Alfa Romeo,Stelvio Estrema,51150
926,2023,Alfa Romeo,Stelvio Sprint AWD,46200
927,2023,Alfa Romeo,Giulia AWD,45950
928,2023,Alfa Romeo,Giulia,46320
929,2023,Alfa Romeo,Giulia Veloce AWD,47990
930,2023,Alfa Romeo,Giulia Estrema AWD,47990
931,2023,Alfa Romeo,Giulia Estrema,46320
932,2023,Alfa Romeo,Giulia Ti AWD,47990
933,2023,Alfa Romeo,Giulia Veloce,46320
934,2023,Alfa Romeo,Giulia Sprint,44350
935,2023,Alfa Romeo,Giulia Veloce Ti AWD,46090
936,2023,Alfa Romeo,Stelvio AWD,48200
937,2023,Alfa Romeo,Giulia Ti Sport AWD,45700
938,2023,Alfa Romeo,Stelvio,51525
939,2023,Alfa Romeo,Stelvio Quadrifoglio,85670
940,2023,Alfa Romeo,Stelvio Ti,51150
941,2023,Alfa Romeo,Stelvio Veloce Ti,51150
942,2023,Alfa Romeo,Giulia Ti,46320
943,2023,Lincoln,Corsair,38690
944,2023,Lincoln,Navigator L Black Label,112300
945,2023,Lincoln,Navigator L,83380
946,2023,Lincoln,Navigator 4x2,79720
947,2023,Lincoln,Nautilus,44820
948,2023,Lincoln,Navigator L Standard 4x2,81380
949,2023,Lincoln,Aviator Livery RWD,51080
950,2023,Lincoln,Aviator Grand Touring,69360
951,2023,Lincoln,Navigator Reserve 4WD,91740
952,2023,Lincoln,SUV EV,72000
953,2023,Lincoln,Nautilus Reserve AWD,52930
954,2023,Lincoln,Navigator Standard 4x2,77710
955,2023,Lincoln,Navigator L Standard,82720
956,2023,Lincoln,Aviator Black Label Grand Touring,88900
957,2023,Lincoln,Aviator Grand Touring Plug In Hybrid,70190
958,2023,Lincoln,Navigator Standard AWD,80710
959,2023,Lincoln,Aviator Grand Touring Plug-In Hybrid,69190
960,2023,Lincoln,Corsair Standard AWD,39400
961,2023,Lincoln,Aviator Black Label Grand Touring Plug-In Hybrid,89280
962,2023,Lincoln,Navigator Reserve 4x4,94630
963,2023,Lincoln,Nautilus Reserve,51040
964,2023,Lincoln,Aviator Black Label,80725
965,2023,Lincoln,Aviator Reserve,58670
966,2023,Lincoln,Aviator Standard,53340
967,2023,Lincoln,Navigator Reserve,91935
968,2023,Lincoln,Navigator Black Label,109250
969,2023,Lincoln,Corsair Grand Touring Plug In Hybrid,52420
970,2023,Lincoln,Navigator Standard,79720
971,2023,Lincoln,Nautilus Standard AWD,46000
972,2023,Lincoln,Nautilus Standard,44825
973,2023,Lincoln,Corsair Grand Touring Plug-In Hybrid,53380
974,2023,Lincoln,Corsair Reserve AWD,45120
975,2023,Lincoln,Corsair Reserve,43070
976,2023,Lincoln,Corsair Standard,38690
977,2023,Lincoln,Aviator Livery,51370
978,2023,Volvo,EX30 Performance,47300
979,2023,Volvo,C40 Recharge Performance 82 kWh,55330
980,2023,Volvo,C40 Recharge Performance 78 kWh,59450
981,2023,Volvo,XC40 Recharge SR FWD,53670
982,2023,Volvo,EX90 Performance,80000
983,2023,Volvo,XC40 Recharge SR RWD,49780
984,2023,Volvo,XC90 Recharge,71900
985,2023,Volvo,S60 B5 AWD Core Dark Theme,43600
986,2023,Volvo,S60 B5 AWD Core Black Edition,45250
987,2023,Volvo,S60 B5 AWD Plus Dark Theme,46300
988,2023,Volvo,S60 B5 AWD Plus Black Edition,47950
989,2023,Volvo,S60 B5 AWD Ultimate Dark Theme,49050
990,2023,Volvo,S60 B5 AWD Ultimate Bright Theme,49050
991,2023,Volvo,S60 B5 AWD Ultimate Black Edition,50300
992,2023,Volvo,S60 Recharge T8 Core Plug-In Hybrid,51250
993,2023,Volvo,XC60 Recharge,57200
994,2023,Volvo,V90 Cross Country,58450
995,2023,Volvo,V60 Cross Country,48800
996,2023,Volvo,S60,41300
997,2023,Volvo,XC90 B5 Core,56000
998,2023,Volvo,EX90 Pure Electric,80000
999,2023,Volvo,C40 Recharge Pure Electric Twin Plus P8 eAWD,56850
1000,2023,Volvo,XC40 Recharge LR,55330
1001,2023,Volvo,XC40,46500
1002,2023,Volvo,EX90 LR,113940
1003,2023,MINI,Cooper S Countryman,31900
1004,2023,MINI,Cooper Hardtop,23400
1005,2023,MINI,John Cooper Works Countryman,41500
1006,2023,MINI,Cooper Countryman Plug-in Hybrid,41500
1007,2023,MINI,John Cooper Works Clubman,39500
1008,2023,MINI,Cooper Clubman,29900
1009,2023,MINI,Countryman,30000
1010,2023,MINI,Countryman Cooper SE ALL4 Untamed Edition,42500
1011,2023,MINI,Cooper Convertible,28400
1012,2023,MINI,Hardtop John Cooper Works,35900
1013,2023,MINI,Cooper Countryman ALL4,31600
1014,2023,MINI,John Cooper Works Classic Convertible,38900
1015,2023,MINI,Cooper S Countryman ALL4,37500
1016,2023,MINI,Cooper S Hardtop 2-Door,26900
1017,2023,MINI,Cooper Hardtop 4-Door,24400
1018,2023,MINI,Cooper S Classic Hardtop 4-Door,27900
1019,2023,MINI,Cooper S Hardtop 4-Door,27900
1020,2023,MINI,Cooper Hardtop 2-Door,23400
1021,2023,MINI,Cooper S Classic Hardtop 2-Door,26900
1022,2023,MINI,Cooper Classic Hardtop 4-Door,24400
1023,2023,MINI,Cooper Electric Hardtop,29900
1024,2023,MINI,Cooper Hardtop Cooper Classic 2 Door,23400
1025,2023,MINI,Cooper S Classic Countryman ALL4,33900
1026,2023,MINI,Clubman Cooper S Classic ALL4 Clubman,32900
1027,2023,MINI,Cooper SE Hardtop,33900
1028,2023,MINI,Cooper SE Signature Hardtop,29900
1029,2023,Acura,MDX 3.5L with Technology Package SH-AWD,56450
1030,2023,Acura,RDX A-Spec Package SH-AWD,49400
1031,2023,Acura,TLX Type S Performance Tire,56350
1032,2023,Acura,ZDX Type S,64500
1033,2023,Acura,ILX Premium & A-Spec Package,31300
1034,2023,Acura,MDX 3.5L Technology,53750
1035,2023,Acura,TLX Advance Package,51050
1036,2023,Acura,MDX,49050
1037,2023,Acura,TLX Type S PMC Edition,66990
1038,2023,Acura,MDX SH-AWD With Technology Package,55950
1039,2023,Acura,RDX PMC Edition,54300
1040,2023,Acura,Integra Manual,35800
1041,2023,Acura,Integra A-Spec Tech Package,36300
1042,2023,Acura,Integra A-Spec Package,33300
1043,2023,Acura,TLX 2.0T,39850
1044,2023,Acura,TLX Technology Package,43850
1045,2023,Acura,TLX A-Spec Package,46600
1046,2023,Acura,Integra Base,31300
1047,2023,Acura,MDX 3.5L SH-AWD,51250
1048,2023,Acura,RDX Technology Package AWD,45150
1049,2023,Acura,RDX SH-AWD,42500
1050,2023,Acura,MDX Type S with Advance Package,73200
1051,2023,Acura,MDX ILX,33200
1052,2023,Acura,Nsx Sh-Awd,170500
1053,2023,Acura,MDX 3.5L with Technology Package,54250
1054,2023,Acura,MDX 3.5L with A-Spec Package,59950
1055,2023,Acura,MDX Type S,67850
1056,2023,Acura,RDX A-Spec Package,47200
1057,2023,Acura,MDX 3.5L,49050
1058,2023,Acura,RDX A-Spec Advance Package,53550
1059,2023,Fiat,500e,52500
1060,2023,Fiat,E-Scudo,37990
1061,2023,Fiat,600e,39000
1062,2023,Fiat,Topolino,17500
1063,2023,Fiat,Abarth 500e,36000
1064,2023,Fiat,500 Icon,22440
1065,2023,Fiat,500X,28300
1066,2023,Fiat,500X Yacht Club Capri,29610
1067,2023,Fiat,500X Pop,28900
1068,2023,Fiat,500X Trekking,29400
1069,2023,Fiat,500X Sport,31950
1070,2023,Fiat,500x Trekking Plus,32860
1071,2023,Fiat,Trekking Plus,32860
1072,2023,Genesis,GV60 Performance AWD,67900
1073,2023,Genesis,GV60 AWD,58900
1074,2023,Genesis,GV60 RWD,59400
1075,2023,Genesis,G90 3.5T,88400
1076,2023,Genesis,G70,39400
1077,2023,Genesis,GV80 3.5T Advanced Plus,70850
1078,2023,Genesis,GV80 3.5T Advanced Plus AWD,70850
1079,2023,Genesis,G90 3.5T e-SC,98700
1080,2023,Genesis,G80,50000
1081,2023,Genesis,GV80,55800
1082,2023,Genesis,GV70,43150
1083,2023,Genesis,GV60 Performance,68290
1084,2023,Genesis,GV60 Advanced,59290
1085,2023,Genesis,G80 2.5T AWD,51400
1086,2023,Genesis,G70 3.3T AWD,46750
1087,2023,Genesis,G70 2.0T AWD,41250
1088,2023,Genesis,GV80 Prestige Signature,78200
1089,2023,Genesis,GV60 Sport,63390
1090,2023,Genesis,GV60 Sports Plus,80650
1091,2023,Genesis,GV60 Premium,60680
1092,2023,Genesis,G90 5.0L Ultimate AWD,83200
1093,2023,Genesis,GV70 2.5T AWD,41500
1094,2023,Genesis,GV80 2.5T AWD,55550
1095,2023,Genesis,G90 3.3T Premium,75950
1096,2023,Genesis,GV70 2.5T,43150
1097,2023,Genesis,Electrified G80,79820
1098,2023,Genesis,GV70 Sport,43990
1099,2023,Genesis,GV80 2.5T,55800
1100,2023,Genesis,GV80 3.5T,62950
1101,2023,Genesis,GV80 3.5T Prestige Signature,77700
1102,2023,Genesis,G90 5.0L Ultimate,79700
1103,2023,Genesis,G80 2.5T,50000
1104,2023,Genesis,G90,88400
1105,2023,Genesis,Electrified GV70,65000
1106,2023,Genesis,G70 3.3T,44900
1107,2023,Buick,Electra E4 GS Crossover,36200
1108,2023,Buick,Electra E4,26490
1109,2023,Buick,Electra E5 Avenir,40700
1110,2023,Buick,Encore Preferred,26100
1111,2023,Buick,Envista Avenir,25000
1112,2023,Buick,Electra E5,30500
1113,2023,Buick,LaCrosse,23490
1114,2023,Buick,Envista,21850
1115,2023,Buick,Encore GX Preferred,25900
1116,2023,Buick,Envision,31700
1117,2023,Buick,Enclave,44800
1118,2023,Buick,Encore GX,25900
1119,2023,Buick,Envision Preferred AWD,35350
1120,2023,Buick,Encore GX Essence AWD,30600
1121,2023,Buick,Encore GX Select AWD,27800
1122,2023,Buick,Enclave Avenir,57470
1123,2023,Buick,Encore GX Select,27300
1124,2023,Buick,Encore GX Essence,30500
1125,2023,Buick,Enclave Premium AWD,52000
1126,2023,Buick,Envision Essence,37500
1127,2023,Buick,Enclave Essence AWD,45000
1128,2023,Buick,Envision Preferred,33400
1129,2023,Buick,Enclave Avenir AWD,57300
1130,2023,Buick,Encore GX Preferred AWD,26400
1131,2023,Buick,Envision Essence AWD,37600
1132,2023,Buick,Envision Avenir,45660
1133,2023,Buick,Encore Preferred AWD,26820
1134,2023,Buick,Envision Avenir AWD,45760
1135,2023,Buick,Enclave Essence,44800
1136,2023,Buick,Enclave Premium,52035
1137,2023,Buick,Enclave Preferred,58100
1138,2023,Tesla,Model S LR,88500
1139,2023,Tesla,Model X LR Plus,98500
1140,2023,Tesla,Model 3 LR AWD,47240
1141,2023,Tesla,Model 3 LR RWD,58430
1142,2023,Tesla,Model Y SR Plus RWD 60kWh,60000
1143,2023,Tesla,Cybertruck,39900
1144,2023,Tesla,Model S,94990
1145,2023,Tesla,Model 3,43990
1146,2023,Tesla,Semi Long Range,195200
1147,2023,Tesla,Cybertruck Single Motor RWD,39900
1148,2023,Tesla,Model 3 Long Range AWD,58990
1149,2023,Tesla,Model X Standard Range plus AWD,99990
1150,2023,Tesla,Model 3 Performance AWD,60990
1151,2023,Tesla,Model X Long Range AWD,106990
1152,2023,Tesla,Cybertruck Tri Motor AWD,69900
1153,2023,Tesla,Cybertruck Dual Motor AWD,49900
1154,2023,Tesla,Model Y Standard Range,43990
1155,2023,Tesla,Model X,109990
1156,2023,Tesla,Model S Plaid,114990
1157,2023,Tesla,Model S Long Range,96990
1158,2023,Tesla,Model 3 Performance,53990
1159,2023,Tesla,Model Y,60000
1160,2023,Tesla,Model 3 Standard Plus,44990
1161,2023,Tesla,Model 3 Standard Plus RWD,60900
1162,2023,Tesla,Model Y Long Range,52990
1163,2023,Tesla,Model X Performance,107990
1164,2023,Tesla,Model S Performance,104990
1165,2023,Tesla,S Performance,104990
1166,2023,Tesla,X Performance,120990
1167,2023,Tesla,Model 3 Long Range,51990
1168,2023,Tesla,Model X Plaid,119990
1169,2023,Tesla,Model X Long Range,107990
